,title,images,description,price,rating,review
152,Everlast Punching gloves,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/k/a/kaf.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","About Product :

Choice of Champions
Worlds Leading Manufacturer of Boxing, MMA and fitness Equipment
Easy Returns & Exchanges

Lock in and power on with the Everlast Punching Gloves, the perfect balance of power and protection. Sporting a newly designed turnback hook-and-loop enclosure system and quad layered foam, the Everlast Punching Gloves takes the tried-and-true Powerlock series to a whole new level. Made from high grade synthetic leather these gloves will outlast your toughest workouts. Ergonomic grip bar lets you bare down on punches while keeping your hands locked into the proper fist position, ready to throw at a moment's notice. Full mesh palm controls moisture and temperature while polyester foam interior lining provides an extremely comfortable fit and feel.

Powerlock you know with modern upgrades
Made from high quality synthetic leather
Quad layered foam core protection
Ergonomic grip bar
Full Mesh Palm
Innovative turnback strap system
Ergonomically secured thumb
Polyester foam interior lining","रू 6,000",no rating,no review
153,no name,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/k/a/kaf.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']",no description,no price,no rating,no review
154,no name,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/k/a/kaf.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']",no description,no price,no rating,no review
155,no name,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/k/a/kaf.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']",no description,no price,no rating,no review
156,"10 Kg Rubber Hex Dumbbells (Pair) Set of 2 Hex Rubber Dumbell with Metal Handles, Pair of 2 Heavy Dumbbells Dumbbell 10 kg each , total 20 kg","['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/k/a/kaf.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","About Product :

The rubber-coated construction of these dumbbells lends adequate toughness for long-term use
Hex weights are the best choice for sets that involve switching between exercises quickly, as you can place them down and pick them up within minutes without misplacing them
These fixed weight Hex Dumbbells are used both in commercial and home gyms
10 KG 1 Pair of dumbbells
These iron made and rubber coated equipment has many advantages","रू 8,000",no rating,no review
157,no name,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/k/a/kaf.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']",no description,no price,no rating,no review
158,"Valeo VRL6 6"" Padded Leather Contoured Weightlifting Lifting Belt with Suede Lining","['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/k/a/kaf.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","Product Details :

TOP QUALITY - 6 inch wide leather with contoured design stabilizes back and abdomen during heavy lifting for superior support and for maintaining proper posture
SUPERIOR COMFORT - Suede lining covers foam lumbar pad and double reinforced stitched edges provide comfort during strenuous lifts. Double-prong roller buckle and double loops secure belt tab for perfect fit
STABILIZE YOUR BACK & REDUCE STRESS - Alleviate pain and reduce muscle stress to protect yourself against injuries and to stabilize your spine
IMPROVE YOUR LIFTING PERFORMANCE FOR ALL SPORTS - Perfect for weight and power lifting, gym workouts, bodybuilding, squats, dead lifts, cleans, snatches, and CrossFit
HAND WASHABLE","रू 3,600",no rating,no review
159,"Tummy Trimmer/Waist Trimmer/Fitness Tummy Trimmer/Abs Tummy Trimmer, Tummy Trimmer Stomach and Weight Loss Equipment","['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/k/a/kaf.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","Abdomen, Arm & Chest Exercise: Both standing and sitting using are ok. Different using method for different exercise. Ideal for toning & strengthening stomach, waist and legs, arms, hips, thighs and works on the tummy at the same time
Lightweight & Portable :It is easy to store and can be used anywhere anytime though in office.
Heavy Duty Steel Springs: Heavy duty carbon steel springs create resistance and builds your muscles. The long springs build resistance to build your upper and lower body muscles. The shorter hand gripper springs build resistance to develop hand, wrist and forearms.
Lose Fat, Shape your Body: This resistance training tool workouts your arms, tummy, shoulders, legs and butt. It is not only way to lose your fat by exercising with our tummy trimmer but also a way to shape your body.


Brand: Generic
Type Of Product: Tummy Trimmer
Ideal For: Unisex
Warranty: No Warranty","रू 1,200",no rating,no review
160,Adjustable Dumbbell Rod: 2 Piece,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/1/2/12v.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","Product Details:

Ideal for building and toning bicep muscles. Solid metal chrome finish protects floors and equipment.
High quality solid steel dumbbell Rod Sleeve
It is highly durable and Lasting
Professional As Well As Beginner Both Can do workout With This Rods","रू 1,700",no rating,no review
161,Steel Coated Weight Plate :4 Kg,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/1/2/12v.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","Product Details:

This weightplate gives you more functions to build up muscle.
Highly durable and long lasting
A perfect muscle builder
Use to tone up or add resistance to workouts
Multifunctional, can use a complete set of weight training.","रू 1,300",no rating,no review
162,Rubber Coated Weight Plate: 1 Set,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/1/2/12v.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","Product Details:

This weightplate gives you more functions to build up muscle.
Highly durable and long lasting
A perfect muscle builder
Use to tone up or add resistance to workouts
Multifunctional, can use a complete set of weight training.","रू 1,750",no rating,no review
163,Hand Grip,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/1/2/12v.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","Product Details:

IMPROVE YOUR GRIP STRENGTH and INJURY REHABILITATION - The LAFILLETTE adjustable grip strengthener is excellent for strengthening hands, forearms, wrists and fingers. It's easy and efficient, and it helps to strengthen your grip, injury rehabilitation, relieve stress, and increase stamina. Ideal for anyone wanting to develop and maintain strong healthy hands. Nice hand strength exercise for those who have Arthritis, Tendonitis, Carpal Tunnel, and those who are recovering from tendon surgery.
FITS ALL HAND SIZES and PORTABLE DESIGN - Non matter you're women or men, kids or adults, beginner or an experienced person, you can start grip training anytime and anywhere. Suitable for all age groups and fits well for all hand sizes. This hand gripper is made of lightweight so that you can easily put them in your bag, pocket and carry them anywhere.
ADJUSTABLE RESISTANCE and PORTABLE PERSONAL HOME GYM - Adjustable resistance, you can adjust it from (10 kg) to (40kg) according to your need. Can be done at home or in office with just 5-10 minutes per day. Perfect for athletes, musicians, rock climbers, tennis players, etc.
Small, exquisite, lightweight and portable, you can carry it with you to exercise anytime.",रू 200,no rating,no review
164,Dumbbell 3 Kg Aaerobic,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/1/2/12v.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","Product Details:

The dumbbell give you more functions to build up muscle.
Comfortable grip and smooth finish.
Highly durable and long lasting
A perfect muscle builder
Use to tone up or add resistance to workouts
Multifunctional, can use a complete set of weight training.","रू 1,050",no rating,no review
165,Wrist Band,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/1/2/12v.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","Product Details:

Promote blood circulation- Good blood circulation can better exert muscle
Support and stability - The wrist wraps enhances the impact of joints and ligaments against external forces. Effectively protect joints and ligaments.
Reduces wrist fatigue so you can exercise more
Anyone doing Strength Training like Powerlifting,Weightlifting,and Bodybuilding Various Ball Games, CrossFit, in the Gym...",रू 500,no rating,no review
166,Gym Belt,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/1/2/12v.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","Product Details:

IMPROVED FORM and TECHNIQUE : Maintaining proper squat and lifting form is essential to not only strength gains, but for reducing injuries. This weightlifting belt helps ensure you sustain balance and stability throughout your sets.
PREVENT BACK INJURIES : Properly supporting your lower back (lumbar) is important, especially when lifting, twisting or supporting heavy weights. Our weightlifting belt is perfect for Cross Training exercises, powerlifting and daily fitness.
COMFORTABLE LEATHER : Each  wide genuine leather belt is comfortable, adjustable and won’t slip or ride  while you’re performing squats, power cleans, dead lifts, or clean and jerks; just lift, gain and support your physicality.
BUILD CORE STRENGTH : Front to back, your core muscles play a major factor in your health and fitness. Our gym belt helps prevent back injury, but it also helps sustain strong abdominals and a thick back.","रू 1,000",no rating,no review
